clip_id,path,sha256,license,source_url,source_ref,duration,sample_rate,channels,split,tempo_bpm,tempo_bucket,crop_start,crop_end,is_palette,is_source,is_reference,license_filter,license_ok
pal_0069_627174_231428,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/palette_train/ambient/0069_627174_231428.flac,f632d00694383f6565fa0502ed964119ef4293c86a6124ceb95eb0697fdb8c91,CC-BY-4.0,https://freesound.org/people/klankbeeld/sounds/627174/,Freesound sound 627174,7.985563,48000,1,palette_train,,unknown,0.000000,7.985563,1,0,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
pal_0165_145793_176152,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/palette_train/ambient/0165_145793_176152.flac,2eaa8be773d2954da8680486deb12f2659ba9e70e005deb7db86d5051bba0c94,CC0-1.0,https://freesound.org/people/211redman112/sounds/145793/,Freesound sound 145793,11.842167,48000,1,palette_train,,unknown,0.000000,11.842167,1,0,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
pal_0254_448730_447643,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/palette_train/ambient/0254_448730_447643.flac,99c641ca65c578fd6e7c9bd50dbada51ead6a5d31121074776dd70751589aa48,CC-BY-4.0,https://freesound.org/people/eitabyte/sounds/448730/,Freesound sound 448730,8.411583,48000,1,palette_train,,unknown,0.000000,8.411583,1,0,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
pal_0004_162935_231602,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/palette_train/bass/0004_162935_231602.flac,8cb3c614bb73cbd35113d28f2fa3d3d8595508c19e4aca03650aee9ba05d667b,CC-BY-3.0,https://freesound.org/people/Project16/sounds/162935/,Freesound sound 162935,6.051437,48000,1,palette_train,,unknown,0.000000,6.051437,1,0,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
pal_0038_30648_231531,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/palette_train/bass/0038_30648_231531.flac,75d97625e7444223791a35b556c198163b482d66e1e7fd5ec83ae8bb0c5d60a1,CC-BY-3.0,https://freesound.org/people/mchladil/sounds/30648/,Freesound sound 30648,9.000000,48000,1,palette_train,,unknown,0.000000,9.000000,1,0,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
pal_0043_208234_231419,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/palette_train/bass/0043_208234_231419.flac,2cd23e94317d2e10e86c173a68f2e298959f7e6f9487d730588ae667d6827991,CC0-1.0,https://freesound.org/people/choomaque-crispydinner/sounds/208234/,Freesound sound 208234,10.445333,48000,1,palette_train,,unknown,0.000000,10.445333,1,0,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
pal_0059_239718_231508,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/palette_train/bass/0059_239718_231508.flac,9aff7052d792c55fb255421084a20eaad547887bf8b70162773b23033c3dce2c,CC-BY-4.0,https://freesound.org/people/quartertone/sounds/239718/,Freesound sound 239718,6.250000,48000,1,palette_train,,unknown,0.000000,6.250000,1,0,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
pal_0066_132213_231469,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/palette_train/bass/0066_132213_231469.flac,5ce836c31acf8e111a2da7fccd2d852fbccbc356f60110f32deee825b1454c3c,CC0-1.0,https://freesound.org/people/DJmastah/sounds/132213/,Freesound sound 132213,12.068583,48000,1,palette_train,,unknown,0.000000,12.068583,1,0,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
pal_0149_129053_1760,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/palette_train/bass/0149_129053_1760.flac,829c9b191962862871556fa8b1ada0e35b6e6cecf4c17b7918afc1239806f00f,CC-BY-3.0,https://freesound.org/people/Ongitak/sounds/129053/,Freesound sound 129053,13.718771,48000,1,palette_train,,unknown,0.000000,13.718771,1,0,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
pal_0158_552386_176151,/home/manos/codes/neural-morphing/artifacts/validation/datasets/paper_eval_v1/palette_train/bass/0158_552386_176151.flac,b849b9750ab808f018299b5d41c12a3fafdcfe906f57859c0b34e26d2765aa9e,CC-BY-3.0,https://freesound.org/people/retropttam/sounds/176151/,Freesound sound 176151,9.914917,48000,1,palette_train,,unknown,0.000000,9.914917,1,0,0,"exact-allowed-licenses: CC-BY-3.0,CC-BY-4.0,CC-BY-SA-3.0,CC-BY-SA-4.0,CC0-1.0",1
